NutsID,DICOFRE,region_name,year,edu_none,edu_basic,edu_secondary,edu_superior,labour_family,labour_holder,labour_spouse,labour_other_family,labour_non_family,labour_regular,labour_non_regular,labour_not_hired,production_eur,production_area
111160404,160404,Barbeita,2019,28,143,42,39,70,36,18,15,10,2,8,0,407460.0,3566.7
111160405,160405,Barro̤as e Taias,1999,65,93,3,1,69,35,22,12,1,0,1,0,139437.0,2388.4
111160405,160405,Barro̤as e Taias,2009,51,90,9,2,63,26,22,15,1,0,1,0,131662.0,2440.5
111160405,160405,Barro̤as e Taias,2019,14,77,17,5,50,23,18,10,1,0,1,0,116977.0,2295.5
111160406,160406,Bela,1999,73,101,15,15,92,49,30,13,6,1,4,0,207212.0,2435.8
111160406,160406,Bela,2009,58,116,22,19,100,47,28,25,5,0,4,0,177253.0,2608.6
111160406,160406,Bela,2019,13,59,38,14,54,25,17,13,7,3,4,0,249186.0,3411.6
111160407,160407,Cambeses,1999,59,74,13,7,50,24,17,9,2,0,2,0,137020.0,2319.6
111160407,160407,Cambeses,2009,27,81,18,13,52,27,19,6,2,0,2,0,159580.0,2073.3
111160407,160407,Cambeses,2019,1,57,18,11,35,24,8,3,8,3,3,2,351616.0,4766.4
111160410,160410,Lara,1999,63,98,13,6,82,36,26,20,4,0,3,0,250931.0,3765.5
111160410,160410,Lara,2009,30,79,15,11,66,33,20,13,10,4,3,4,181801.0,2214.4
111160410,160410,Lara,2019,33,84,22,25,55,29,18,9,6,1,5,0,242299.0,2882.1
111160411,160411,Longos Vales,1999,191,235,19,15,188,83,68,38,8,3,5,0,444311.0,1588.4
111160411,160411,Longos Vales,2009,106,193,32,23,188,97,64,27,7,3,4,0,381878.0,1454.8
111160411,160411,Longos Vales,2019,39,164,41,32,145,77,42,26,21,15,6,0,670244.0,3303.6
111160415,160415,Merufe,1999,343,401,37,9,337,166,81,90,5,0,4,1,893019.0,842.6
111160415,160415,Merufe,2009,101,441,42,20,342,165,113,64,14,0,13,2,747897.0,1995.4
111160415,160415,Merufe,2019,92,301,75,31,166,80,42,44,14,6,7,1,827835.0,675.5
111160418,160418,Moreira,1999,129,187,14,16,186,75,62,50,4,2,2,1,408813.0,3214.2
111160418,160418,Moreira,2009,56,138,17,12,105,55,33,16,8,3,5,0,279838.0,2243.5
111160418,160418,Moreira,2019,27,117,21,15,64,28,20,16,34,23,10,1,586321.0,3144.0
111160420,160420,Pias,1999,168,285,29,21,210,101,77,32,19,5,13,1,710449.0,2404.3
111160420,160420,Pias,2009,79,240,33,22,185,96,57,32,7,3,4,0,446966.0,2041.1
111160420,160420,Pias,2019,22,188,43,33,170,86,54,31,12,6,5,1,820487.0,3505.5
111160421,160421,Pinheiros,1999,43,87,11,9,47,24,13,11,30,25,4,0,312217.0,3378.2
111160421,160421,Pinheiros,2009,27,97,17,4,56,28,19,10,19,14,4,0,219266.0,2367.4
111160421,160421,Pinheiros,2019,4,60,5,9,37,20,15,2,14,9,5,0,220399.0,3130.7
111160422,160422,Podame,1999,53,78,11,12,64,30,18,16,3,1,1,0,108833.0,903.8
111160422,160422,Podame,2009,33,75,19,10,70,35,22,14,1,0,1,0,105620.0,875.1
111160422,160422,Podame,2019,6,48,10,6,39,21,13,5,6,1,5,0,156903.0,3126.2
111160423,160423,Portela,1999,58,73,6,4,60,31,19,10,0,0,0,0,185216.0,1821.9
111160423,160423,Portela,2009,46,60,4,6,52,26,20,6,1,0,1,0,102509.0,1497.1
111160423,160423,Portela,2019,3,38,6,3,36,14,13,9,2,0,1,0,104107.0,3160.5
111160424,160424,Riba de Mouro,1999,192,253,22,6,179,95,46,39,4,0,3,1,335561.0,666.5
111160424,160424,Riba de Mouro,2009,130,214,35,17,209,119,54,36,4,2,2,0,508384.0,589.6
111160424,160424,Riba de Mouro,2019,57,148,34,27,120,73,36,12,4,1,3,0,411771.0,961.4
111160427,160427,Segude,1999,56,109,10,10,69,35,20,14,7,2,4,0,224386.0,2450.4
